project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2004331,CT-K1-45-23,CT-K1-45-23,-77.332611,7.7876389,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050802,CT-K1-45-23,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-11,CT-K1-11,-77.165542,7.856638,2021-10-14 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050356,CT-K1-11,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-31-124,CT-K1-31-124,-77.2787,7.73855,2022-10-17 00:00:00,2023-05-03 00:00:00,None,,Fruiting tree,,2085517,CT-k2-31-124,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,"Date wrong in picture... bad programing. 
Date should start 2022-11-20"
2004331,CT-K1-2,CT-K1-2,-77.135077,7.836158,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050310,CT-K1-2,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-44,CT-K1-44,-77.304978,7.7596123,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050948,CT-K1-44,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-5 ,CT-k2-5,-77.129945,7.842363,2022-10-14 00:00:00,2023-05-04 00:00:00,None,,Fruiting tree,,2085552,CT-K2-5,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-17,CT-K1-17,-77.129409,7.840656,2021-10-16 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050357,CT-K1-17,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-20,CT-K1-20,-77.143234,7.86833,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050360,CT-K1-20,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-34-93 ,CT-K1-34-93,-77.294438,7.7483472,2022-10-20 00:00:00,2023-05-02 00:00:00,None,,Fruiting tree,,2085551,CT-K2-34-93,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-30-92 ,CT-K1-30-92,-77.295547,7.7398611,2022-10-15 00:00:00,2023-05-04 00:00:00,None,,Trail game,,2085519,CT-K2-30-92,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-31-124,CT-K1-31-124,-77.278701,7.7385501,2021-10-01 00:00:00,2022-01-31 00:00:00,None,,Trail game,,2050526,CT-K1-31-124,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-42 ,CT-K1-42,-77.3293058,7.7677003,2022-11-21 00:00:00,2023-05-01 00:00:00,None,,Trail game,,2085589,CT-K2-42,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-18,CT-K1-18,-77.136073,7.871598,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050358,CT-K1-18,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-39-39 ,CT-K1-39-39,-77.32255,7.7855833,2022-11-01 00:00:00,2023-05-04 00:00:00,None,,Trail game,,2085554,CT-K2-39-39,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-39-39,CT-K1-39-39,-77.32255,7.7855833,2021-10-10 00:00:00,2022-01-31 00:00:00,None,,Trail game,,2050563,CT-K1-39-39,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-43-40 ,CT-K1-43-40,-77.32311,7.7764722,2022-11-21 00:00:00,2023-05-02 00:00:00,None,,Fruiting tree,,2085556,CT-K2-43-40,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-44 ,CT-K1-44,-77.304978,7.7596123,2022-10-15 00:00:00,2023-05-04 00:00:00,None,,Trail game,,2085559,CT-K2-44,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-46,CT-K1-46,-77.295194,7.7588333,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050803,CT-K1-46,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-46 ,CT-K1-46,-77.295194,7.7588333,2022-11-21 00:00:00,2023-05-01 00:00:00,None,,Fruiting tree,,2085558,CT-K2-46,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-35-107,CT-K1-35-107,-77.28381,7.7502333,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050550,CT-K1-35-107,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-23,CT-K1-23,-77.147293,7.84335,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050363,CT-K1-23,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-11 ,CT-K1-11,-77.165542,7.856638,2022-11-20 00:00:00,2023-05-02 00:00:00,None,,Fruiting tree,,2085608,CT-K2-11,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-8 ,CT-K1-8,-77.147702,7.850847,2022-11-20 00:00:00,2023-05-03 00:00:00,None,,Fruiting tree,,2085521,CT-K2-8,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-23 ,CT-K1-23,-77.147293,7.84335,2022-10-16 00:00:00,2023-05-03 00:00:00,None,,Trail game,,2085525,CT-K2-23,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-33-123,CT-K1-33-123,-77.2769805,7.7506417,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050534,CT-K1-33-123,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-2 ,CT-K1-2,-77.135077,7.836158,2022-11-21 00:00:00,2023-05-01 00:00:00,None,,Trail game,,2085529,CT-K2-2,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-19,CT-K1-19,-77.146902,7.851534,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050359,CT-K1-19,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-25 ,CT-K2-25,-77.2772,7.75081,2022-11-20 00:00:00,2023-05-03 00:00:00,None,,Trail game,,2085569,CT-K2-25,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-40,CT-K1-40,-77.32202167,7.7609825,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050955,CT-K1-40,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K1-5,CT-K1-5,-77.129945,7.842363,2021-10-10 00:00:00,2021-12-31 00:00:00,None,,Trail game,,2050349,CT-K1-5,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2004331,CT-K2-37 ,CT-K1-37,-77.327289,7.7609055,2022-11-20 00:00:00,2023-05-03 00:00:00,None,,Fruiting tree,,2085585,CT-K2-37,0,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
